TIME_2DSOIL,TIME_PHREEQCRM,DATE,MINERAL_N,DELTA_NITRIFIED_N,DELTA_DENITRIFIED_N
  45292.795115,      68697.97,01/01/2024,     27.12,  0.1603142E-02,  0.7325751E-03
  45292.795979,      68772.56,01/01/2024,     27.12,  0.1603648E-02,  0.7284125E-03
  45292.796842,      68847.18,01/01/2024,     27.12,  0.1604107E-02,  0.7243804E-03
  45292.797706,      68921.84,01/01/2024,     27.12,  0.1604536E-02,  0.7204768E-03
  45292.798571,      68996.53,01/01/2024,     27.13,  0.1604928E-02,  0.7166971E-03
  45292.799435,      69071.22,01/01/2024,     27.13,  0.1604607E-02,  0.7127351E-03
  45292.800300,      69145.94,01/01/2024,     27.13,  0.1605026E-02,  0.7092301E-03
  45292.801166,      69220.71,01/01/2024,     27.13,  0.1605970E-02,  0.7060714E-03
  45292.802031,      69295.51,01/01/2024,     27.13,  0.1606161E-02,  0.7026947E-03
  45292.802897,      69370.34,01/01/2024,     27.13,  0.1606416E-02,  0.6994548E-03
  45292.803763,      69445.16,01/01/2024,     27.13,  0.1606103E-02,  0.6960730E-03
  45292.804630,      69520.04,01/01/2024,     27.13,  0.1606928E-02,  0.6933116E-03
  45292.805497,      69594.93,01/01/2024,     27.13,  0.1607041E-02,  0.6904265E-03
  45292.806364,      69669.82,01/01/2024,     27.13,  0.1606724E-02,  0.6875863E-03
  45292.807231,      69744.76,01/01/2024,     27.13,  0.1607413E-02,  0.6853989E-03
  45292.808099,      69819.72,01/01/2024,     27.14,  0.1607480E-02,  0.6831429E-03
  45292.808966,      69894.69,01/01/2024,     27.14,  0.1607588E-02,  0.6810694E-03
  45292.809834,      69969.68,01/01/2024,     27.14,  0.1607688E-02,  0.6791336E-03
  45292.810702,      70044.69,01/01/2024,     27.14,  0.1607771E-02,  0.6773239E-03
  45292.811571,      70119.72,01/01/2024,     27.14,  0.1607835E-02,  0.6756251E-03
  45292.812439,      70194.76,01/01/2024,     27.14,  0.1607887E-02,  0.6740303E-03
  45292.813308,      70269.81,01/01/2024,     27.14,  0.1607936E-02,  0.6725387E-03
  45292.814177,      70344.89,01/01/2024,     27.14,  0.1607961E-02,  0.6711464E-03
  45292.815046,      70419.97,01/01/2024,     27.14,  0.1607979E-02,  0.6698460E-03
  45292.815915,      70495.07,01/01/2024,     27.14,  0.1607989E-02,  0.6686358E-03
  45292.816785,      70570.18,01/01/2024,     27.14,  0.1608000E-02,  0.6675176E-03
  45292.817654,      70645.31,01/01/2024,     27.15,  0.1608000E-02,  0.6664820E-03
  45292.818524,      70720.45,01/01/2024,     27.15,  0.1608006E-02,  0.6655333E-03
  45292.819394,      70795.61,01/01/2024,     27.15,  0.1608000E-02,  0.6646634E-03
  45292.820264,      70870.77,01/01/2024,     27.15,  0.1608017E-02,  0.6638857E-03
  45292.821134,      70945.96,01/01/2024,     27.15,  0.1608021E-02,  0.6631957E-03
  45292.822004,      71021.15,01/01/2024,     27.15,  0.1608024E-02,  0.6626027E-03
  45292.822875,      71096.36,01/01/2024,     27.15,  0.1608023E-02,  0.6620235E-03
  45292.823745,      71171.58,01/01/2024,     27.15,  0.1608036E-02,  0.6611925E-03
  45292.824616,      71246.82,01/01/2024,     27.15,  0.1608048E-02,  0.6604371E-03
  45292.825487,      71322.07,01/01/2024,     27.15,  0.1608085E-02,  0.6615153E-03
  45292.826358,      71397.34,01/01/2024,     27.15,  0.1608053E-02,  0.6654433E-03
  45292.827223,      71472.09,01/01/2024,     27.16,  0.1596790E-02,  0.6671749E-03
  45292.828076,      71545.79,01/01/2024,     27.16,  0.1574133E-02,  0.6664466E-03
  45292.828918,      71618.53,01/01/2024,     27.16,  0.1553352E-02,  0.6685025E-03
  45292.829750,      71690.37,01/01/2024,     27.16,  0.1533739E-02,  0.6725140E-03
  45292.830571,      71761.36,01/01/2024,     27.16,  0.1515568E-02,  0.6783310E-03
  45292.831384,      71831.57,01/01/2024,     27.16,  0.1498335E-02,  0.6854665E-03
  45292.832188,      71901.03,01/01/2024,     27.16,  0.1482347E-02,  0.6938144E-03
  45292.832761,      71950.51,01/01/2024,     27.16,  0.1055827E-02,  0.5025205E-03
  45292.833333,      72000.00,01/01/2024,     27.16,  0.1055705E-02,  0.5111446E-03
  45292.834118,      72067.77,01/01/2024,     27.16,  0.1445674E-02,  0.7171192E-03
  45292.834899,      72135.26,01/01/2024,     27.16,  0.1439265E-02,  0.7316780E-03
  45292.835682,      72202.92,01/01/2024,     27.16,  0.1442855E-02,  0.7517869E-03
  45292.836474,      72271.31,01/01/2024,     27.16,  0.1458248E-02,  0.7787234E-03
  45292.837279,      72340.92,01/01/2024,     27.17,  0.1483819E-02,  0.8119673E-03
